,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,9.399999999999999,0.13038404810405305
1,500,9.239999999999998,0.14628738838327796
2,750,10.17,0.7626270385975046
3,1000,57.160000000000004,92.65193683890261
4,1250,32.3,22.006930726477968
5,1500,22.21,6.7573219547391705
6,1750,31.4,11.543266435459246
7,2000,63.94000000000001,35.61671517700643
8,2250,74.64,35.393267721418425
9,2500,78.31,34.74886185186502
10,2750,103.42999999999999,33.907869293130176
11,3000,120.60999999999999,26.30048288530079
12,3250,160.70000000000002,42.537101452731825
13,3500,166.3,28.963839524482946
14,3750,185.76,18.562203532986064
15,4000,213.78000000000003,28.480740861150366
16,4250,201.57999999999998,26.39249135644454
17,4500,257.95,96.17589614867128
18,4750,213.07999999999998,15.868352151373507
19,5000,218.60999999999999,72.89524950228238
20,5250,224.93,22.183791380194677
21,5500,243.84,70.41356687457325
22,5750,239.73000000000002,35.01304899605288
23,6000,259.98,75.24707701964243
24,6250,242.21999999999997,38.46560281602252
25,6500,257.14,45.66265870489804
26,6750,267.71999999999997,79.28305998131002
27,7000,249.60999999999999,50.373310393501036
28,7250,264.28000000000003,59.200849656064904
29,7500,261.23,58.129034053560524
30,7750,286.16999999999996,77.68957845168165
31,8000,270.01,59.336408721795756
32,8250,275.44999999999993,64.38379454490081
33,8500,278.90999999999997,58.70633185611241
34,8750,274.74,57.428054119915984
35,9000,269.68,66.83515990853917
36,9250,283.95,72.77852018281219
37,9500,266.19,48.22587894481551
38,9750,282.79,79.55532917410375
39,10000,270.87,63.23877449792966
40,10250,272.86,93.25527009236528
41,10500,259.18,70.93724409645472
42,10750,252.18999999999997,60.34031322424503
43,11000,235.33999999999997,54.804674983070555
44,11250,248.28000000000003,69.73080811234011
45,11500,235.94,58.063330941309246
46,11750,216.49,68.11436999635247
47,12000,198.42000000000002,71.25642146501606
48,12250,187.51,63.28172247971764
49,12500,193.04000000000002,72.12112311937467
50,12750,195.18,74.32737449957452
51,13000,187.79,84.45876745489483
52,13250,199.79000000000002,77.23439259811656
53,13500,183.68,67.6363112536454
54,13750,200.77,61.46339235675166
55,14000,202.37,54.572003811478275
56,14250,191.60999999999999,50.96059654281924
57,14500,205.72000000000003,44.27217636394218
58,14750,215.4,40.12755910842322
59,15000,207.14000000000001,37.73744029475237
60,15250,219.41,45.23566513272465
61,15500,230.23000000000002,59.72534302957163
62,15750,206.23000000000002,35.23978717302362
63,16000,210.97000000000003,41.83529132204053
64,16250,209.51999999999998,42.16374746153382
65,16500,215.17999999999998,43.49345467998605
66,16750,204.63,41.81031690862915
67,17000,200.95,43.966077832801965
68,17250,197.85999999999999,47.21369928315298
69,17500,188.91,46.743506500903415
70,17750,183.67000000000002,50.08800854496014
71,18000,181.26999999999998,54.31057539743067
72,18250,188.93,60.008554390186745
73,18500,192.1,43.7572051209855
74,18750,190.12000000000003,33.425852270361034
75,19000,197.57999999999998,32.34449875944904
76,19250,220.57000000000002,50.65521295977344
77,19500,257.98,121.45681784074536
78,19750,229.81,60.02095800634976
79,20000,232.15,72.75115119364092
