,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,9.34,0.14628738838327796
1,500,9.280000000000001,0.18055470085267813
2,750,9.459999999999999,0.0969535971483266
3,1000,9.349999999999998,0.14832396974191345
4,1250,9.34,0.08602325267042613
5,1500,9.419999999999998,0.16309506430300058
6,1750,9.28,0.06782329983125301
7,2000,9.27,0.050990195135928014
8,2250,9.540000000000001,0.09695359714832656
9,2500,9.37,0.11224972160321874
10,2750,9.3,0.15811388300841886
11,3000,9.36,0.17146428199482208
12,3250,9.43,0.08717797887081341
13,3500,9.36,0.18814887722226742
14,3750,9.290000000000001,0.09695359714832656
15,4000,9.22,0.1777638883463118
16,4250,9.419999999999998,0.09797958971132721
17,4500,9.3,0.15811388300841886
18,4750,9.43,0.18055470085267808
19,5000,9.5,0.10000000000000035
20,5250,9.349999999999998,0.10488088481701512
21,5500,9.379999999999999,0.10770329614269013
22,5750,9.389999999999999,0.16852299546352725
23,6000,9.23,0.1029563014098698
24,6250,9.33,0.1363818169698584
25,6500,9.42,0.10295630140986971
26,6750,9.42,0.0812403840463594
27,7000,9.520000000000001,0.12884098726725107
28,7250,9.36,0.08000000000000042
29,7500,9.25,0.2121320343559643
30,7750,9.41,0.05830951894845304
31,8000,9.41,0.09695359714832671
32,8250,9.45,0.09999999999999964
33,8500,9.44,0.07348469228349556
34,8750,9.319999999999999,0.24819347291981703
35,9000,9.35,0.1378404875209021
36,9250,9.370000000000001,0.1029563014098702
37,9500,9.27,0.14352700094407306
38,9750,9.36,0.1984943324127921
39,10000,9.28,0.07483314773547861
40,10250,9.3,0.09486832980505142
41,10500,9.379999999999999,0.12083045973594553
42,10750,9.45,0.22803508501982755
43,11000,9.370000000000001,0.14696938456699082
44,11250,9.36,0.08602325267042621
45,11500,9.48,0.10295630140986982
46,11750,9.219999999999999,0.19131126469708976
47,12000,9.22,0.17492855684535924
48,12250,9.45,0.11401754250991371
49,12500,9.36,0.21307275752662475
50,12750,9.23,0.10295630140987015
51,13000,9.35,0.18165902124584943
52,13250,9.42,0.07483314773547914
53,13500,9.51,0.09695359714832671
54,13750,9.320000000000002,0.1435270009440729
55,14000,9.370000000000001,0.10770329614269013
56,14250,9.41,0.13190905958272975
57,14500,9.41,0.0860232526704263
58,14750,9.309999999999999,0.16248076809271916
59,15000,9.389999999999999,0.17146428199482244
60,15250,9.3,0.1224744871391589
61,15500,9.3,0.09999999999999964
62,15750,9.37,0.0927361849549571
63,16000,9.4,0.23452078799117143
64,16250,9.27,0.16000000000000006
65,16500,9.4,0.16733200530681525
66,16750,9.260000000000002,0.2222611077089289
67,17000,9.520000000000001,0.19390719429665307
68,17250,9.36,0.14966629547095772
69,17500,9.32,0.15684387141358105
70,17750,9.309999999999999,0.2576819745345027
71,18000,9.34,0.20346989949375796
72,18250,9.32,0.09273618495495699
73,18500,9.45,0.24289915602982276
74,18750,9.190000000000001,0.17435595774162735
75,19000,9.29,0.12409673645990857
76,19250,9.26,0.09695359714832663
77,19500,9.279999999999998,0.11661903789690639
78,19750,9.399999999999999,0.05477225575051609
79,20000,9.379999999999999,0.12884098726725135
