,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,9.260000000000002,0.19339079605813697
1,500,9.559999999999999,0.058309518948453105
2,750,13.559999999999999,5.784064314995122
3,1000,11.959999999999999,2.9418361613115027
4,1250,33.64,13.395349939437939
5,1500,49.14,19.33394424322156
6,1750,98.41000000000001,19.585872459505087
7,2000,137.60999999999999,92.90548100085377
8,2250,164.64000000000001,79.28289475038106
9,2500,162.75,23.9885806166184
10,2750,214.59,47.08487442905629
11,3000,226.85,59.00068643668478
12,3250,238.99,59.60753643625947
13,3500,228.86999999999998,57.92965216536348
14,3750,249.43999999999997,47.82117104379607
15,4000,230.99,37.07413384018567
16,4250,224.11999999999998,37.94665466151133
17,4500,238.14000000000001,35.65978687541472
18,4750,224.41,40.613684885762346
19,5000,229.35,44.24122511866053
20,5250,230.07999999999998,50.63710694737605
21,5500,214.60999999999999,46.60667763314609
22,5750,218.95999999999998,38.8456998907215
23,6000,220.07,35.801223442781954
24,6250,222.64000000000001,38.332393611670014
25,6500,240.06,59.14791965910551
26,6750,231.47999999999996,61.09608498095438
27,7000,228.81,53.364186492440794
28,7250,212.97999999999996,53.93358508387886
29,7500,213.82000000000002,41.747749639950655
30,7750,209.31,30.934178508568802
31,8000,211.51999999999998,48.6675107232741
32,8250,208.35,33.67191708234028
33,8500,203.57999999999998,24.31533672396909
34,8750,214.01,56.24650566924137
35,9000,208.36000000000004,36.64035207254428
36,9250,206.16,51.29947758018594
37,9500,203.68,45.99296250514855
38,9750,206.74,47.74879474918711
39,10000,211.38999999999996,47.86585839614704
40,10250,209.5,37.98819553492901
41,10500,208.92,46.99331441811696
42,10750,202.49,51.120401015641505
43,11000,192.93,34.43332107131115
44,11250,196.03,47.98174236102727
45,11500,196.07000000000002,42.99709990220271
46,11750,211.03000000000003,51.521156819310654
47,12000,197.70999999999998,39.20009438764148
48,12250,199.45999999999998,33.115576395406435
49,12500,208.17,40.28427236527923
50,12750,200.35999999999999,35.972522847306664
51,13000,205.21999999999997,31.333362411334033
52,13250,206.88999999999996,34.252086067858706
53,13500,207.96999999999997,31.59000791389581
54,13750,209.28999999999996,49.35109319964453
55,14000,202.57,32.769995422642346
56,14250,214.65,42.5287314647404
57,14500,208.51,34.27520094762393
58,14750,208.07999999999998,39.83202982525494
59,15000,207.76000000000005,38.82227968576807
60,15250,218.78000000000003,45.4268048623277
61,15500,208.46999999999997,31.43255637074402
62,15750,210.41,30.59314302257942
63,16000,214.67,36.52647806728702
64,16250,213.15,41.33959361193576
65,16500,208.17000000000002,28.419510903602827
66,16750,209.32000000000002,32.40496258291313
67,17000,203.77,30.590923490473447
68,17250,206.47999999999996,41.80089233497296
69,17500,205.96999999999997,27.01050906591729
70,17750,207.27999999999997,31.357018353153418
71,18000,211.42999999999998,42.06134329761712
72,18250,201.68,39.619687025518004
73,18500,206.89000000000001,41.156511028025676
74,18750,202.99999999999997,40.64161660170521
75,19000,210.82999999999998,41.70099039591267
76,19250,208.89000000000001,46.338951218170656
77,19500,208.32000000000002,37.052362947590794
78,19750,215.63999999999996,42.13030263361515
79,20000,215.95,53.849345399921056
