,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,11.91,4.995838267998674
1,500,11.599999999999998,3.7300134048016504
2,750,15.429999999999998,10.579064230828733
3,1000,15.41,8.738615450973912
4,1250,31.809999999999995,38.773952597072174
5,1500,30.21,40.564965179326855
6,1750,29.57,40.01662904343643
7,2000,27.589999999999996,36.43011666190489
8,2250,33.35,47.70045073162307
9,2500,29.93,40.610917251399286
10,2750,37.160000000000004,54.62108017972549
11,3000,52.73,86.36039948958087
12,3250,58.43000000000001,90.61196720080633
13,3500,45.19,61.509644772181865
14,3750,70.64,48.16762813342588
15,4000,99.7,79.1051768217479
16,4250,70.28999999999999,53.49556430209891
17,4500,191.36999999999998,169.68643316423385
18,4750,207.43,120.1219363813288
19,5000,273.67999999999995,116.08434261346359
20,5250,229.17,51.19304249602674
21,5500,255.23000000000002,69.04914626554046
22,5750,253.74,58.77123786343112
23,6000,234.78000000000003,63.60199367944374
24,6250,243.59,78.13769512853574
25,6500,251.7,65.79197519454783
26,6750,231.95,58.963463263278555
27,7000,243.88000000000002,66.05710105658588
28,7250,255.07,69.91083320916722
29,7500,252.55,61.5809142510892
30,7750,246.63000000000002,59.31941166262524
31,8000,253.67,88.61883321281093
32,8250,264.29999999999995,69.1887779918102
33,8500,270.29999999999995,57.50086955864232
34,8750,270.93,65.30456033080692
35,9000,261.36,77.60092396357147
36,9250,269.95,47.35255008972588
37,9500,252.27999999999997,58.816745914747784
38,9750,259.93,48.96601474492282
39,10000,280.57,72.0402706824454
40,10250,295.4,69.5923559020673
41,10500,284.84000000000003,68.77801538282418
42,10750,280.94,76.46063300810424
43,11000,261.01,57.59376181497437
44,11250,286.13,64.7821009230173
45,11500,275.1,96.5000466321131
46,11750,270.90999999999997,90.37599460033621
47,12000,264.39,88.00339425272186
48,12250,257.11,83.9373004092936
49,12500,257.46999999999997,61.52074934524123
50,12750,267.91,90.38818728130353
51,13000,279.91999999999996,73.82932073370309
52,13250,265.41999999999996,82.92403511648477
53,13500,265.62,81.19156729611764
54,13750,257.46000000000004,84.02670051834716
55,14000,271.53000000000003,88.82524190791715
56,14250,260.79,84.08803957757605
57,14500,258.49,77.5636087350247
58,14750,272.90999999999997,93.75390338540576
59,15000,255.78000000000003,80.90253766106474
60,15250,262.26,79.43656211090709
61,15500,260.35,76.91571360911891
62,15750,270.54,86.82396788905699
63,16000,257.94,78.86765750293335
64,16250,262.51,93.04267515500618
65,16500,257.88,82.27058769694064
66,16750,260.65999999999997,88.50024519740045
67,17000,266.90999999999997,90.55892225507102
68,17250,264.02,93.49959144295764
69,17500,262.54,78.56156439379245
70,17750,258.52000000000004,76.56365064441479
71,18000,256.35,78.95964792221403
72,18250,247.76,69.98659443064794
73,18500,247.94,71.11782055153266
74,18750,260.45,85.23729817398015
75,19000,260.24,90.81808960774279
76,19250,254.04000000000005,55.36204837250877
77,19500,258.37,76.514590765422
78,19750,231.77000000000004,55.569718372509314
79,20000,242.62000000000003,57.59040371450786
