,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,10.04,0.9876234100101113
1,500,10.099999999999998,0.8723531395025759
2,750,10.06,0.552630075185924
3,1000,10.129999999999999,0.8835157044444655
4,1250,10.14,0.8708616422830898
5,1500,9.9,0.8173126696681019
6,1750,9.94,0.8206095295571454
7,2000,10.209999999999999,0.9815294188153505
8,2250,9.86,0.5616048432839591
9,2500,10.140000000000002,0.9567653839891996
10,2750,10.080000000000002,0.8617424209124208
11,3000,9.82,0.874414089547967
12,3250,9.959999999999999,0.6374950980203694
13,3500,9.969999999999999,0.7284229540589726
14,3750,9.84,0.6733498347812971
15,4000,9.719999999999999,0.5065570056765578
16,4250,9.83,0.4534313619501853
17,4500,9.690000000000001,0.5257375771237962
18,4750,9.77,0.5644466316668035
19,5000,9.77,0.35014282800023183
20,5250,9.739999999999998,0.6568104749469211
21,5500,9.87,0.4675467891024383
22,5750,9.59,0.35270384177096775
23,6000,9.71,0.5480875842417892
24,6250,9.77,0.5005996404313529
25,6500,9.54,0.4747630988187685
26,6750,9.74,0.33970575502926054
27,7000,9.760000000000002,0.6718630812896332
28,7250,9.530000000000001,0.3355592347112504
29,7500,9.62,0.3695943722515268
30,7750,9.45,0.4505552130427528
31,8000,9.639999999999999,0.3367491648096547
32,8250,9.66,0.35972211497209916
33,8500,9.459999999999999,0.3638681079732055
34,8750,9.540000000000001,0.1907878402833895
35,9000,9.690000000000001,0.23748684174075843
36,9250,9.5,0.20976176963403048
37,9500,9.5,0.3701351104664348
38,9750,9.45,0.3660601043544624
39,10000,9.430000000000001,0.3370459909270542
40,10250,9.45,0.4207136793592521
41,10500,9.5,0.16431676725154956
42,10750,9.370000000000001,0.20639767440550283
43,11000,9.35,0.14832396974191298
44,11250,9.36,0.15937377450509252
45,11500,9.34,0.18275666882497116
46,11750,9.510000000000002,0.13564659966250506
47,12000,9.49,0.0969535971483267
48,12250,9.52,0.15033296378372935
49,12500,9.389999999999999,0.23958297101421877
50,12750,9.47,0.11224972160321844
51,13000,9.38,0.1720465053408523
52,13250,9.36,0.2244994432064369
53,13500,9.39,0.11135528725660011
54,13750,9.45,0.1224744871391589
55,14000,9.23,0.19390719429665312
56,14250,9.38,0.11224972160321874
57,14500,9.22,0.08717797887081341
58,14750,9.34,0.174355957741627
59,15000,9.35,0.21679483388678814
60,15250,9.34,0.08602325267042613
61,15500,9.4,0.20248456731316591
62,15750,9.37,0.1469693845669912
63,16000,9.24,0.08000000000000053
64,16250,9.32,0.1029563014098702
65,16500,9.440000000000001,0.10198039027185533
66,16750,9.34,0.1714642819948223
67,17000,9.33,0.16309506430300058
68,17250,9.379999999999999,0.13266499161421622
69,17500,9.32,0.19646882704388516
70,17750,9.41,0.09695359714832658
71,18000,9.290000000000001,0.17720045146669366
72,18250,9.309999999999999,0.15297058540778333
73,18500,9.309999999999999,0.08602325267042617
74,18750,9.41,0.15937377450509221
75,19000,9.430000000000001,0.16000000000000023
76,19250,9.3,0.16733200530681516
77,19500,9.319999999999999,0.0871779788708134
78,19750,9.41,0.09695359714832656
79,20000,9.290000000000001,0.11575836902790215
