,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,9.34,0.07999999999999985
1,500,9.34,0.09695359714832656
2,750,9.739999999999998,0.2672077843177478
3,1000,13.0,5.3565847328311715
4,1250,13.919999999999998,7.519614351813529
5,1500,29.419999999999998,24.093829085473317
6,1750,58.09999999999999,28.51596044323249
7,2000,72.74,62.75761627085592
8,2250,104.59,81.52936526184907
9,2500,125.64000000000001,78.25399925882382
10,2750,112.22,102.94851917341988
11,3000,100.52000000000001,34.58220062402045
12,3250,138.6,37.63324328303368
13,3500,175.65,37.79001190791027
14,3750,184.86,58.9900618748616
15,4000,234.73000000000002,88.37042831173785
16,4250,192.01,71.69779912940145
17,4500,206.92000000000002,81.72569118704351
18,4750,192.57,38.202154389510554
19,5000,219.36000000000004,71.55447854607006
20,5250,228.29000000000002,88.9670467083178
21,5500,201.54000000000002,40.52764982083219
22,5750,215.31,64.91998459642454
23,6000,193.56000000000003,31.730039394869973
24,6250,199.26999999999998,17.629083924016015
25,6500,232.05,64.54340400071877
26,6750,231.55,44.99163255539856
27,7000,238.51999999999998,60.66428603387663
28,7250,238.38000000000002,64.84432588900899
29,7500,223.19,23.917052493984293
30,7750,241.43,56.180820570725025
31,8000,231.24,40.05209607498714
32,8250,231.36999999999998,62.48001760563131
33,8500,263.40000000000003,95.84441559110265
34,8750,249.15,57.151036736003306
35,9000,253.24,56.04272834186429
36,9250,277.67999999999995,92.59584007934697
37,9500,271.84000000000003,98.52722669394487
38,9750,261.09000000000003,77.27362680759846
39,10000,256.07,97.53600668471105
40,10250,250.51999999999998,85.61576723945187
41,10500,265.27000000000004,96.41439000481203
42,10750,246.63000000000002,87.38911030557526
43,11000,222.92999999999998,64.58092287974831
44,11250,216.81,42.4383128788127
45,11500,200.35,27.576928763007675
46,11750,197.4,35.7996508362861
47,12000,184.18,26.12180315368753
48,12250,181.97,31.356651606955733
49,12500,188.77000000000004,37.662615416351535
50,12750,178.91,32.7830810022487
51,13000,178.20000000000002,33.99413184654081
52,13250,181.2,41.006877471955846
53,13500,218.10999999999999,85.61582447188135
54,13750,220.45,84.75074630939837
55,14000,222.3,84.63577848640608
56,14250,215.15,70.58794514646252
57,14500,230.11999999999998,71.54195692039741
58,14750,248.6,82.2529087631556
59,15000,255.97999999999996,93.56564861101536
60,15250,246.78000000000003,68.63099591292553
61,15500,252.64000000000001,75.9130318193128
62,15750,251.52000000000004,83.78403547215903
63,16000,272.02,96.89745920301522
64,16250,275.68,99.73684675183993
65,16500,268.16999999999996,93.38318692355708
66,16750,273.7199999999999,101.2499807407389
67,17000,268.87,105.20462252201658
68,17250,257.06,76.05178761870097
69,17500,259.5,81.53667273074122
70,17750,262.55,79.42374959670438
71,18000,243.6,64.96085744507995
72,18250,232.03000000000003,58.94214621134863
73,18500,220.68,55.94774883764315
74,18750,217.51999999999998,65.03440320322774
75,19000,196.7,72.7522714422031
76,19250,203.02000000000004,96.66432951197665
77,19500,189.86,82.7326259706532
78,19750,193.48999999999998,89.57547320556002
79,20000,188.3,80.21531649255023
