,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,9.3,0.1923538406167136
1,500,9.42,0.07483314773547912
2,750,9.22,0.14352700094407325
3,1000,9.629999999999999,0.5182663407939971
4,1250,10.27,0.44676615807377346
5,1500,11.5,1.1454256850621083
6,1750,13.65,4.163171867698954
7,2000,12.88,4.93716517852097
8,2250,37.31,28.078433004710217
9,2500,33.230000000000004,28.531799803026797
10,2750,35.07000000000001,12.474998997995952
11,3000,45.67,10.924358104712605
12,3250,52.04,23.633078512965678
13,3500,60.42,14.784539221768124
14,3750,59.120000000000005,14.451525870993693
15,4000,74.22999999999999,45.20471878023355
16,4250,81.59,29.726510054158727
17,4500,91.08,43.224745227704936
18,4750,90.04999999999998,57.56472009833801
19,5000,72.26,16.890837753054168
20,5250,110.63,87.74364136505847
21,5500,109.02000000000001,73.47054920170395
22,5750,70.85,19.298782345008192
23,6000,97.42999999999999,56.80012852098135
24,6250,102.41000000000001,48.07511206435196
25,6500,81.63,23.25206657482298
26,6750,146.19,94.72581168826159
27,7000,137.42000000000002,63.1808325364584
28,7250,97.49999999999999,26.84978584644578
29,7500,101.63,30.390238564381157
30,7750,112.30999999999999,32.67257871671595
31,8000,116.02000000000001,32.19690357782872
32,8250,121.6,37.998789454402356
33,8500,122.63,41.46354543451392
34,8750,124.19000000000001,38.434638023532884
35,9000,129.78,47.7761300232658
36,9250,140.16,43.744215617610514
37,9500,144.95000000000002,52.90708837197526
38,9750,183.39000000000001,63.39404861656968
39,10000,181.60999999999999,62.78352013068396
40,10250,165.98999999999998,57.29885164643355
41,10500,182.4,42.76307987037416
42,10750,160.95,51.151930559852765
43,11000,177.63,37.79729619959607
44,11250,186.75,51.125854516086086
45,11500,205.08,40.312834184661334
46,11750,254.9,41.94958879417056
47,12000,249.45999999999998,76.47988885975188
48,12250,331.16,87.67615639385659
49,12500,330.88,96.31018430051934
50,12750,299.08000000000004,113.40328302126001
51,13000,289.87,101.34506697417491
52,13250,248.49,117.85259182555129
53,13500,264.89,109.8254633498079
54,13750,267.45,108.72750801890018
55,14000,274.88,120.89427033569457
56,14250,292.44,113.44154618128229
57,14500,282.40000000000003,122.56252281998768
58,14750,304.89,135.9013958721543
59,15000,330.24,152.66261952423062
60,15250,309.53,147.40337716619655
61,15500,296.4,124.2072904462536
62,15750,282.03000000000003,138.60262479477078
63,16000,302.04,140.46741045523694
64,16250,302.07,130.99384565696204
65,16500,281.14,117.25211042876798
66,16750,261.53000000000003,123.25563516529378
67,17000,244.1,107.07676218489239
68,17250,240.51000000000005,102.14278927070673
69,17500,228.04000000000002,96.66705436703862
70,17750,240.56,100.31353547752168
71,18000,221.01,86.02681791162567
72,18250,216.08,84.10565736025134
73,18500,244.36000000000004,78.20165215646023
74,18750,265.78,66.81512253973646
75,19000,287.32,101.15854684602778
76,19250,283.13,86.38143666320906
77,19500,270.61,70.40645140894405
78,19750,290.79,89.48231333621187
79,20000,277.71000000000004,96.41935697773553
